,User,Tweet,Location,Retweet Count,Date
14700,Yogi23537413,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…","Coimbatore, India",47,2020-06-06 16:27:30
14701,azar369,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Tokyo-to, Japan",831,2020-06-06 16:27:12
14702,Shivam59699804,"RT @DwipjoySarkar: @fmarmole @TeqipN @HRDMinistry @WBG_Education Education is the key in making our country as #AtmaNirbharBharat 
My since…",,34,2020-06-06 16:26:56
14703,ojaswimi,"RT @ind_Cyborg: I feel blessed to witness your new look pm @narendramodi ji and that inspire me to make this Artwork.

Can we get 1000 Rt o…",Still waiting 🙆🌸😉,1702,2020-06-06 16:26:29
14704,manojdel70,I was searching for made in india tablet PC for my kid for her online study. Decided to buy a product of  indian co… https://t.co/rJxPFW0vK8,India,0,2020-06-06 16:26:16
14705,cramakrishnared,RT @sprasanths: @PMOIndia @narendramodi Every govt. servant and others may start using Hike Messenger @hikeapp instead of WhatsApp and that…,,2,2020-06-06 16:25:58
14706,alishoukath2,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:25:31
14707,somas31,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Tiruvalla,831,2020-06-06 16:25:11
14708,TigerBramhan,"#AtmanirbharBharatAbhiyan #AtmaNirbharBharat 

Reality strikes #realmeSmartTV 

#Flipkart 

https://t.co/Mvkw6JAoum","New York, NY",0,2020-06-06 16:24:54
14709,benjamin_blr,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Bangalore,831,2020-06-06 16:24:44
14710,srikanthbjp_,"RT @ind_Cyborg: I feel blessed to witness your new look pm @narendramodi ji and that inspire me to make this Artwork.

Can we get 1000 Rt o…",Bharath,1702,2020-06-06 16:24:41
14711,rajkapoorbjym,"RT @shashikant931: Today was a Greatfull day for me intracting with @iSinghApurva ji and discussing on modi 2.0 on webinar
Thanks 😊for invi…",India,13,2020-06-06 16:24:07
14712,RajeshManoharR1,"RT @skyranger007: @SonuSood .....Hats off to the Nice work carried out. 
And to the Other Feminist Dumbos....go and do your part for the So…","Sion, Mumbai",3,2020-06-06 16:23:54
14713,Activate1M1B,"RT @Youth2047: Decoding RS. 20 Lakh Crore Budget: #AtmaNirbharBharat Package along with @fiiglobal2050 

#VocalForLocal 

@karanbhasin95
#C…",India l Vietnam l USA l Global,5,2020-06-06 16:23:32
14714,DeepakG74885298,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…",,47,2020-06-06 16:23:07
14715,KLahangir,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Bargarh ,Odisha",831,2020-06-06 16:22:45
14716,singh9972,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:22:31
14717,VivekSh44349741,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…",,47,2020-06-06 16:22:29
14718,hemanth_stpi,RT @mrpkdas: @stpiindia @Omkar_Raii @connectajitcpr STPI is the biggest contributor in making of #AtmaNirbharBharat by incubating indian IT…,Warangal,137,2020-06-06 16:22:27
14719,simplespeaks,"RT @shashikant931: Today was a Greatfull day for me intracting with @iSinghApurva ji and discussing on modi 2.0 on webinar
Thanks 😊for invi…",,13,2020-06-06 16:22:23
14720,CoinzKart,"RT @theCopperkraft: Time to go #VocalForLocal - Copperkraft by Mittal Craftworks, supports the government's #AtmanirbharBharat initiative.…",Global,8,2020-06-06 16:21:59
14721,harmanjot520,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:21:21
14722,RAJATSH71219614,"RT @shashikant931: Today was a Greatfull day for me intracting with @iSinghApurva ji and discussing on modi 2.0 on webinar
Thanks 😊for invi…",New Delhi,13,2020-06-06 16:19:54
14723,hemanth_stpi,RT @mrpkdas: @stpiindia @Omkar_Raii @connectajitcpr STPI supported Indian IT Industry has made #AtmaNirbharBharat by contributing upto 8% t…,Warangal,18,2020-06-06 16:19:43
14724,MalviYug,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…","Jaipur, India",47,2020-06-06 16:18:30
14725,Sukhan_deep,RT @sprasanths: @PMOIndia @narendramodi Every govt. servant and others may start using Hike Messenger @hikeapp instead of WhatsApp and that…,punjab,2,2020-06-06 16:18:24
14726,Vikash2Rathore,time has come to forgo twitter and Google. Indian alternative is desperately needed. #BoycottTwitter… https://t.co/aIVlJUDqbm,"New Delhi, India",0,2020-06-06 16:18:01
14727,TJadhav994,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 16:17:39
14728,9191Jai,"RT @shashikant931: Today was a Greatfull day for me intracting with @iSinghApurva ji and discussing on modi 2.0 on webinar
Thanks 😊for invi…","उत्तर प्रदेश, भारत 🇮🇳🚩",13,2020-06-06 16:17:31
14729,Himanshupal999,"RT @shashikant931: Today was a Greatfull day for me intracting with @iSinghApurva ji and discussing on modi 2.0 on webinar
Thanks 😊for invi…",रामपुर से हूँ💪,13,2020-06-06 16:17:21
14730,Ram_Krishna15,"RT @csranga: Bharath cannot be #AtmaNirbharBharat without securing the protection of Ruler Deity the AntarAtma 
https://t.co/VO0lA3fpo8",,28,2020-06-06 16:17:18
14731,PragativadiNews,"PM’s #AtmanirbharBharat package will fit into #Odisha: Dharmendra Pradhan
@dpradhanbjp 
https://t.co/7LvcCOU4iv","Bhubaneswar, India",0,2020-06-06 16:16:56
14732,TurkiAhsan,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 16:16:30
14733,AkarshShrivast7,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 16:15:44
14734,BlowerTrue,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:14:47
14735,NavinSreejith,"RT @DDNewslive: To help street vendors come out of the adverse effects of the #COVID19 induced lockdown, the government has launched PM SVA…",,30,2020-06-06 16:14:41
14736,Arvind93076749,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:14:41
14737,RajputP21748366,"RT @shashikant931: Today was a Greatfull day for me intracting with @iSinghApurva ji and discussing on modi 2.0 on webinar
Thanks 😊for invi…",,13,2020-06-06 16:14:13
14738,SanganeriaKr,"RT @sharma102020: @narendramodi Sir, we need your support to #savegujaratnre. More than 1000 employees directly depending on this company.…","Kolkata, India",17,2020-06-06 16:12:42
14739,BrijLal52627828,"RT @ITPODesk: Leveraging India's brand strength globally ITPO continues to promote trade fraternity, contributing to economic growth, expor…",,9,2020-06-06 16:12:39
14740,himansh69838273,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…","मिठानपुरा, पूर्व-मुज़फ़्फ़रनगर",47,2020-06-06 16:12:18
14741,DipyamanPaul,RT @CNBCTV18Live: #COMINGUP at 8:30 pm | Veteran banker @udaykotak in conversation with @ShereenBhan about the PM's vision of an #AtmaNirbh…,"Bengaluru, India",17,2020-06-06 16:12:13
14742,dudhwala3,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…",,47,2020-06-06 16:12:07
14743,Anil55383572,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:12:04
14744,iSinghApurva,"RT @shashikant931: Today was a Greatfull day for me intracting with @iSinghApurva ji and discussing on modi 2.0 on webinar
Thanks 😊for invi…","Varanasi ,New Delhi, India",13,2020-06-06 16:11:46
14745,Jotheesh16,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…",,47,2020-06-06 16:11:43
14746,VijaykantMotir2,"RT @Imkrishnasahu5: @bjpindia

Not only the women the police standing beside her is also guilty. What if a man was thrashing a women like t…",,11,2020-06-06 16:11:05
14747,ddnews_guwahati,"RT @DDNewslive: To help street vendors come out of the adverse effects of the #COVID19 induced lockdown, the government has launched PM SVA…",Guwahati,30,2020-06-06 16:11:01
14748,DheerajMahawa17,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…",,47,2020-06-06 16:10:02
14749,bgomes786,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Hyderabad ,831,2020-06-06 16:08:54
14750,solankiraj127,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Bhilwara, Rajasthan",831,2020-06-06 16:08:47
14751,FanboyVenky2,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…",Vijayawada,47,2020-06-06 16:08:11
14752,m_adil80,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","मुरादाबाद, लखनऊ, दिल्ली",831,2020-06-06 16:06:49
14753,RishabChakrabo7,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Kolkata, India",831,2020-06-06 16:06:38
14754,rameez_mm,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Bengaluru, India",831,2020-06-06 16:06:32
14755,Deenavali5,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…",Vijayawada,47,2020-06-06 16:06:08
14756,bunil2018,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:05:55
14757,NiyazAh80515256,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:05:18
14758,vivekmukund,"RT @DeependraMSinha: @JoshiPralhad @TeamWCL An Apt Observation 🙏
The Nurturant Leadership Provided by @JoshiPralhad ji has enabled @TeamWCL…","Nagpur, India",7,2020-06-06 16:05:05
14759,SharmaKirnesh,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…",,47,2020-06-06 16:04:21
14760,bharat_vijeta,RT @jyotsnadevi33: @bharat_vijeta @ChouhanShivraj And @narendramodi says #AtmaNirbharBharat -Who would understand our problems? Cc @drharsh…,India,1,2020-06-06 16:04:15
14761,vivekmukund,RT @DeependraMSinha: @JoshiPralhad Bold &amp; Courageous Initiatives by @TeamWCL under the Captainship of @JoshiPralhad ji Would Open Vistas  f…,"Nagpur, India",7,2020-06-06 16:04:08
14762,tiwariaman008,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Dubai, United Arab Emirates",831,2020-06-06 16:04:00
14763,shashikant931,"Today was a Greatfull day for me intracting with @iSinghApurva ji and discussing on modi 2.0 on webinar
Thanks 😊for… https://t.co/fdpQdP4Z5z","New Delhi, India",13,2020-06-06 16:02:06
14764,OmKute12,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 16:00:54
14765,b4ulove14,"@kavinbm 
#VocalForLocal
#VocalForLocal_Swadeshi
#AtmanirbharBharatAbhiyan
#AtmaNirbharBharat
@hikeapp
🤟🤟🤟
Now i am on hike",,0,2020-06-06 16:00:02
14766,Dhananj96743445,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:59:09
14767,BaanwaraMann,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:57:36
14768,pandey_swarnima,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Sultanpur ,831,2020-06-06 15:57:08
14769,MikarTaz,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Mumbai, India",831,2020-06-06 15:57:03
14770,wajahatspeaks,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Florence 🇮🇹 ,831,2020-06-06 15:56:54
14771,Sandeep99771075,"Say no to China.#chal hat dragon.
#AtmaNirbharBharat",Dewas,0,2020-06-06 15:56:15
14772,AwaizAl55044943,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:55:48
14773,Shalinivp,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Kolkata,831,2020-06-06 15:55:30
14774,malhotravikas,"RT @ITPODesk: Leveraging India's brand strength globally ITPO continues to promote trade fraternity, contributing to economic growth, expor…","Gurgaon, India",9,2020-06-06 15:55:23
14775,alka1aug,RT @NLiberalindians: Despite Chinese incursions and promise of #AtmaNirbharBharat this is where your taxes are going: to brainwash people!…,"Groningen, Netherlands",5,2020-06-06 15:55:10
14776,iamsrk_love_,"RT @MalabarBiryani: Basically the Centre has thrown up its hands as it doesn't know how to deal with the pandemic

No wonder Modi came up w…",,6,2020-06-06 15:54:53
14777,Pranati_68,RT @NewIndianXpress: And the countdown begins! Tune in today at 4 pm to Catch @yogrishiramdev LIVE as he answers all #AtmaNirbharBharat rel…,"Bhubaneswar,Odisha ",398,2020-06-06 15:54:35
14778,Punjabisabha37,"China will never want India to Prosper, he will always help Pakistan - how long Indian Traders and Indian Public wi… https://t.co/5XHBu1oCK9",,0,2020-06-06 15:54:30
14779,sri9sep,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Indore, India",831,2020-06-06 15:54:16
14780,AsalainaB,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:53:56
14781,Upadhyaymayank5,"RT @neetuSINI: Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with link below👇…","Badaun, india",47,2020-06-06 15:53:45
14782,KakadiyaRuchit,"#Amul
@TwitterIndia inactivate #AmulIndia 
Twitter account temporary....
Reson: amul support #BoycottChina… https://t.co/EwSB79kYIa","Gujarat, India",0,2020-06-06 15:53:25
14783,Hindu_ritik1,RT @csranga: Let us fulfill our commitment 👇to our Ruler Deity (AntarAtma) for #AtmaNirbharMandir  by #FreeHinduTemples from State Govt con…,"छत्तीसगढ़, भारत",25,2020-06-06 15:51:43
14784,sadique49,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Bengaluru,831,2020-06-06 15:48:36
14785,al1asgar,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:48:16
14786,MdBabul38258561,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:48:15
14787,jyotsnadevi33,@bharat_vijeta @ChouhanShivraj And @narendramodi says #AtmaNirbharBharat -Who would understand our problems? Cc @drharshvardhan @DrHVoffice,"Bhubaneswar, Nilagiri, Dampada",1,2020-06-06 15:48:06
14788,SelfieReliant,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:47:43
14789,JNURIZVI2019,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 15:47:40
14790,thecha0s0rder,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Delhi, India",831,2020-06-06 15:47:22
14791,SamiraSheikh98,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:46:26
14792,SunilBhatM,"Let us rejuvenate our own economy for a promising future, I hereby request my friends to DM me In case u have a bet… https://t.co/pPrCFcSBzx","Mangalore | Bangalore, Bharat",0,2020-06-06 15:46:25
14793,SunilBhatM,Numerous social media influencers can operate the digital spear in a favorable path by facilitating Make in Bharat… https://t.co/34xO3sfX1E,"Mangalore | Bangalore, Bharat",1,2020-06-06 15:46:24
14794,digitalbarmer,RT @rsprasad: My interview with @ETNOWlive on the launching of 3 schemes to boost Electronics Manufacturing in India .These scheme are in t…,"Alwar, India",186,2020-06-06 15:46:23
14795,Digital998,"1.5 Ton 3 Star Split AC 

Buy Now: ₹27,999 only    
(MRP: ₹ 52,690.00).              
          (47% OFF).   Save ₹… https://t.co/l1YkEqKZpp",,0,2020-06-06 15:46:08
14796,Abhishe07705590,"RT @KiranKS: 18 February 2020: India was not producing any PPEs worth counting.

18 May 2020: 600 companies in India together produced 4,50…","Chickkamagalur, Karnataka",53,2020-06-06 15:45:52
14797,Subhend48018064,@Amul_Coop Reprehensible act by @verified @TwitterIndia @Twitter to freeze @Amul_Coop handle. seems apart from @WHO… https://t.co/o2d8wOs6MY,,0,2020-06-06 15:45:46
14798,Im_IFkhan,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Makkah Al Mukarrama, Kingdom o",831,2020-06-06 15:45:27
14799,nadeem8714,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Bareilly, India",831,2020-06-06 15:45:08
14800,MukulCh94621033,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:44:55
14801,mydeepakgupta,@anjanaomkashyap @yogrishiramdev @aajtak Chinese sells goods at cheaper value outside China to destroy other countr… https://t.co/F1QLKlJNfE,Dubai,0,2020-06-06 15:44:12
14802,MohanJha89,"RT @mickeyanoop: A proud rock solid Indian brand @Amul_Coop standing tall &amp; holding it’s ground

This reminds us the call of @narendramodi…",,15,2020-06-06 15:44:02
14803,abhishekpandey2,"RT @ab_zore: @BJPSanjayPandey You r a man wid a vision&amp;action,&amp; tht brings change. Congratulations on successfully launching Mahila Sanman…",mumbai,9,2020-06-06 15:43:24
14804,BIKRAMAGARWAL1,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:43:00
14805,iamDeveloper,RT @dhume: History teaches us that in India the rhetoric of self-reliance could easily slide into the familiar territory of closed-mindedne…,"Dimension C-42, Hell swamp / Interwebs",69,2020-06-06 15:42:31
14806,SyedZaidiShiraz,"@SreenivasanJain 
Good Conversation #ExecutiveDecision with #UdayKotak on Economy &amp; PM promoting #AtmaNirbharBharat… https://t.co/RnwyhBT54a",,0,2020-06-06 15:42:08
14807,neetuSINI,"Great coverage by @ZeeNews Facebook Live 1.58 million views and still counting THRILLED.

Sharing my joy ❤️ with li… https://t.co/KFr8n7rN2j","DELHI NCR,INDIA",47,2020-06-06 15:41:17
14808,nikrok,"RT @Imkrishnasahu5: @bjpindia

Not only the women the police standing beside her is also guilty. What if a man was thrashing a women like t…","Mumbai, India",11,2020-06-06 15:38:35
14809,IndiaSolNW,RT @NLiberalindians: Despite Chinese incursions and promise of #AtmaNirbharBharat this is where your taxes are going: to brainwash people!…,,5,2020-06-06 15:38:24
14810,OnlyAquib,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","New Delhi, India",831,2020-06-06 15:38:12
14811,RajMall42779733,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:37:39
14812,arunkum28513935,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Jashpur, India",831,2020-06-06 15:37:31
14813,ashwinmoturi,"RT @KiranKS: 18 February 2020: India was not producing any PPEs worth counting.

18 May 2020: 600 companies in India together produced 4,50…","Charlottesville, VA/ Hyderabad",53,2020-06-06 15:37:26
14814,Roomi_rkl13,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 15:37:25
14815,saxena2509,"RT @RAJITANWAR: We are with you in fight against the ill will China, India is with you. #BoycottChina  #BoycottMadeInChina #BoycottChineseA…","Mumbai, India",6,2020-06-06 15:35:53
14816,AkkuSin06137379,RT @ashokgehlot51: The news that 69 yrs old #AtlasCycle Company hs stopped production &amp; employees are bng laid off is vry disheartening for…,,405,2020-06-06 15:35:44
14817,rohitindia,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","United States, India, Canada",831,2020-06-06 15:35:09
14818,cybersec_feeds,RT @GoI_MeitY: 1 year Achievement of MeitY | @IndianCERT has been diligently serving as a national agency to perform various functions in t…,Internet,53,2020-06-06 15:35:00
14819,sharsh007,@Amul_Coop I've always been fond of your creativity and wit! Superb awareness campaign for #BoycottChineseProducts… https://t.co/8LREpqtKTe,"Mumbai, India",0,2020-06-06 15:34:44
14820,Drshikh96558016,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:34:34
14821,kumarrahul2021,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Gurgaon, India",831,2020-06-06 15:34:29
14822,SolidarityBelg,"RT @ritumbra: So while the Indian media tells us that Indian soilders are engaging with China on border, the Indian Prime Minister gives a…",,6,2020-06-06 15:33:50
14823,LPgowda,"RT @stpiindia: “If people buy local Indian products, then we can achieve the goal of #AtmanirbharBharat,” emphasised Sh. Anand Deshpande, F…",,200,2020-06-06 15:33:39
14824,Tabish54278992,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Riga, Latvia",831,2020-06-06 15:33:30
14825,sirharrybhai,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Uttrakhand,831,2020-06-06 15:33:11
14826,ImRealSSR20,"RT @amarprasadreddy: According to the British Economist Angus Maddison, India's share of the World Economy went from 24.4% in 1700 to 4.2%…","J&K, Hindu Republic of India. ",10,2020-06-06 15:32:36
14827,FIqbaI,"RT @MalabarBiryani: Basically the Centre has thrown up its hands as it doesn't know how to deal with the pandemic

No wonder Modi came up w…",,6,2020-06-06 15:31:57
14828,ReganRaj19,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Navi Mumbai, India",831,2020-06-06 15:31:45
14829,harshapreetha,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:31:43
14830,Deepakthyname,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:31:07
14831,NeoGrowth_Loans,"As a part of ‘NeoGrowth Sanjivni' series, we will keep sharing inspiring stories of our customers. This is the firs… https://t.co/jkGecQut0D","Mumbai, Maharashtra",0,2020-06-06 15:30:49
14832,jkcoolguy,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:30:34
14833,veermanu4521,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Sasaram, India",831,2020-06-06 15:29:52
14834,taufik35335,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Ahmedabad,831,2020-06-06 15:28:44
14835,tomargreat,"RT @mickeyanoop: A proud rock solid Indian brand @Amul_Coop standing tall &amp; holding it’s ground

This reminds us the call of @narendramodi…",Bharat,15,2020-06-06 15:28:28
14836,CFAPratik,This is nonsense @Twitter @TwitterIndia banning #Amul . Don't force us to ban Twitter.. This can't be tolerated mor… https://t.co/MRN3TADu7D,"Gujarat, In",0,2020-06-06 15:28:05
14837,inifdahmedabad,"#Sanganeri #blockprint #created by student of @inifdahmedabad 

We are creating a #AtmaNirbharBharat 

By… https://t.co/H3SMYallJ3","Ahmedabad, Gujarat",0,2020-06-06 15:27:19
14838,Die5chlauKatz3,"RT @ritumbra: So while the Indian media tells us that Indian soilders are engaging with China on border, the Indian Prime Minister gives a…",,6,2020-06-06 15:26:40
14839,JoshMathias,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 15:26:20
14840,SurajRaghu01,Amul-The taste of India🇮🇳               We stand with Amul! #Amul #AtmaNirbharBharat #UnblockAmulTwitterAccount… https://t.co/4bZI3UlGiM,"Bhopal, India",0,2020-06-06 15:25:52
14841,ritumbra,"So while the Indian media tells us that Indian soilders are engaging with China on border, the Indian Prime Ministe… https://t.co/w1EvojwPR4",The Netherlands,6,2020-06-06 15:25:40
14842,faizanquraishi9,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Lucknow, India",831,2020-06-06 15:25:13
14843,manzurali,"RT @MalabarBiryani: Basically the Centre has thrown up its hands as it doesn't know how to deal with the pandemic

No wonder Modi came up w…",,6,2020-06-06 15:24:21
14844,Divakar91536150,"RT @RiteshK73964275: Education is the key in making our country as #AtmaNirbharBharat 
My sincere thanks to the government of India for inv…",Engineering College Ajmer,36,2020-06-06 15:24:16
14845,nirmit19,RT @guy92_hitesh: #AtmaNirbharBharat #FightagainstCoronavirus #SafetyFirst #MaskIndia #Masks4All #cottonmask #IndiaFightsCorona #Entreprenu…,surya ,1,2020-06-06 15:23:40
