,User,Tweet,Location,Retweet Count,Date
14846,SinghYash1808,"RT @mickeyanoop: A proud rock solid Indian brand @Amul_Coop standing tall &amp; holding it’s ground

This reminds us the call of @narendramodi…",Bharat,15,2020-06-06 15:23:39
14847,keshavt67748516,RT @ResurgentIndia: @GenDADange @sureshseshadri1 @AjitsinhJagirda @Bharatwashi1 @sinhapurna13 @paperrose2k @jitin_bhalla @jtiku @NetaNiyant…,भारत,36,2020-06-06 15:23:00
14848,sirvks271093,"@ishkarnBHANDARI Fine thoko European aur USA ki tarah, then they will know what is #AtmaNirbharBharat","Varanasi, India",0,2020-06-06 15:22:59
14849,sinhrann,RT @ResurgentIndia: @GenDADange @sureshseshadri1 @AjitsinhJagirda @Bharatwashi1 @sinhapurna13 @paperrose2k @jitin_bhalla @jtiku @NetaNiyant…,"Gujarat, India",36,2020-06-06 15:22:08
14850,KnownAsWitcher,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Sweden,831,2020-06-06 15:21:40
14851,Krishna_dsa,@Amul_Coop We respect your feeling and National intrest on #AtmaNirbharBharat. I would love to have franchisee of #Amul,"Maharashtra, India",0,2020-06-06 15:21:22
14852,dhrubachoudhur5,"RT @MalabarBiryani: Basically the Centre has thrown up its hands as it doesn't know how to deal with the pandemic

No wonder Modi came up w…","Mumbai, India",6,2020-06-06 15:20:49
14853,Krishna_dsa,@Amul_Coop We respect your feelings and National intrest on #AtmaNirbharBharat. I would love to have franchisee of #Amul,"Maharashtra, India",0,2020-06-06 15:20:31
14854,x_ninja3,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Home,831,2020-06-06 15:19:44
14855,HappyAppy83,"RT @HappyAppy83: Buoyed by the success of trial landings of the Tejas-N, new Made-In-India Fighter Cleared For Development, First Flight In…",New Delhi,58,2020-06-06 15:18:58
14856,KishorAshwani,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:18:40
14857,Bharadwaj136146,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Hyderabad, India",831,2020-06-06 15:18:28
14858,MalabarBiryani,"Basically the Centre has thrown up its hands as it doesn't know how to deal with the pandemic

No wonder Modi came… https://t.co/7kZ9AOVSTB","Delhi, India",6,2020-06-06 15:17:26
14859,bijitdas11,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:17:13
14860,abbas_shaz,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 15:16:26
14861,Kumardipendra19,"RT @KiranKS: 18 February 2020: India was not producing any PPEs worth counting.

18 May 2020: 600 companies in India together produced 4,50…",,53,2020-06-06 15:15:45
14862,NDspeaking,"@republic You fckg @Twitter @TwitterIndia @jack, you block all the accounts which speak against #China and… https://t.co/EY9fgTb4NP",India,0,2020-06-06 15:15:44
14863,KshitijMishra_,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Madhubani, India",831,2020-06-06 15:14:58
14864,gaur_saumitra,"RT @RAJITANWAR: We are with you in fight against the ill will China, India is with you. #BoycottChina  #BoycottMadeInChina #BoycottChineseA…",,6,2020-06-06 15:14:56
14865,Shadab09051049,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:13:50
14866,54135152_gautam,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Earth 🌍,831,2020-06-06 15:12:37
14867,Abhishe63278918,RT @lakshmiunwomen: Investing in #MigrantWorkers is key to #AtmaNirbharBharat. 65% of #India's population is under 35years of age and is as…,"New Delhi, India",17,2020-06-06 15:12:17
14868,AsertinSusey,"RT @Imkrishnasahu5: @bjpindia

Not only the women the police standing beside her is also guilty. What if a man was thrashing a women like t…",,11,2020-06-06 15:12:15
14869,KempraiMaverick,"RT @KiranKS: 18 February 2020: India was not producing any PPEs worth counting.

18 May 2020: 600 companies in India together produced 4,50…",India,53,2020-06-06 15:12:10
14870,La_Sarcasm,RT @csranga: Let us fulfill our commitment 👇to our Ruler Deity (AntarAtma) for #AtmaNirbharMandir  by #FreeHinduTemples from State Govt con…,"New Delhi, India",25,2020-06-06 15:11:42
14871,IndiaUnleashed_,"RT @KiranKS: 18 February 2020: India was not producing any PPEs worth counting.

18 May 2020: 600 companies in India together produced 4,50…",India,53,2020-06-06 15:10:54
14872,NaveenKirar11,"RT @bbhavyabishnoi: 2/2
• Greece: allowance of €800
• South Korea: $820 per low income household
• Netherlands: 90% of salary
• Saudi: 60%…",,69,2020-06-06 15:10:53
14873,arvihealthcare,@SanyuktaSam1 @NITIAayog @GlobalGoalsUN @UNinIndia @RajivKumar1 @IndiaUNNewYork @amitabhk87 @SustDev @PMOIndia… https://t.co/6B1KptbewT,Hyderabad,0,2020-06-06 15:10:04
14874,Umarstar,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Mars,831,2020-06-06 15:10:03
14875,MananTaheem,RT @VinayShuklag: @Amul_Coop How come @Twitter @TwitterIndia blocks #Amul for #AtmaNirbharBharat #MadeInIndia when the same Twitter is bloc…,New Delhi,8,2020-06-06 15:09:36
14876,kanaram190,"RT @KiranKS: 18 February 2020: India was not producing any PPEs worth counting.

18 May 2020: 600 companies in India together produced 4,50…",,53,2020-06-06 15:08:55
14877,aaqiblucknowee,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 15:08:22
14878,HiteshNadana,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Rajasthan, India",831,2020-06-06 15:08:11
14879,bjpayyasamy,"RT @moayush: Medicinal Plants: The Sunrise Sector in #Agriculture. 

With the announcements of a Rs. 4000 crore package for herbal cultivat…","Pondicherry, India",192,2020-06-06 15:07:42
14880,ArefHannure,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:07:35
14881,RohiT_PandeY_98,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:07:05
14882,p_r_a_l_a_y_7_3,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 15:07:05
14883,AMBAbsolute,"RT @Imkrishnasahu5: @bjpindia

Not only the women the police standing beside her is also guilty. What if a man was thrashing a women like t…","Mumbai, India",11,2020-06-06 15:06:07
14884,jasim56772269,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:05:53
14885,MajidKhan092,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 15:05:37
14886,ambtstirumurti,RT @lakshmiunwomen: Investing in #MigrantWorkers is key to #AtmaNirbharBharat. 65% of #India's population is under 35years of age and is as…,,17,2020-06-06 15:05:35
14887,Kodappully9,"Look whose on @TikTok_IN 
Are they frigging serious ?? @mygovindia

List of ppl who are disappointed in you'll… https://t.co/tnpkBo5yvm","Mumbai, Maharashtra",0,2020-06-06 15:05:30
14888,anand766,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 15:05:18
14889,jawed78683,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Doha, Qatar",831,2020-06-06 15:05:02
14890,Kunal_Art,"RT @ab_zore: @BJPSanjayPandey You r a man wid a vision&amp;action,&amp; tht brings change. Congratulations on successfully launching Mahila Sanman…",,9,2020-06-06 15:04:59
14891,er_anandupadhya,"RT @Imkrishnasahu5: @bjpindia

Not only the women the police standing beside her is also guilty. What if a man was thrashing a women like t…","Mumbai, India",11,2020-06-06 15:04:13
14892,ManojSi98420731,"RT @ab_zore: @BJPSanjayPandey You r a man wid a vision&amp;action,&amp; tht brings change. Congratulations on successfully launching Mahila Sanman…",,9,2020-06-06 15:04:12
14893,Vinaygaddam5,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","vizag ,india",831,2020-06-06 15:03:37
14894,JavedSh53751970,"RT @ab_zore: @BJPSanjayPandey You r a man wid a vision&amp;action,&amp; tht brings change. Congratulations on successfully launching Mahila Sanman…",,9,2020-06-06 15:03:34
14895,FaujiSingh6,"RT @ab_zore: @BJPSanjayPandey You r a man wid a vision&amp;action,&amp; tht brings change. Congratulations on successfully launching Mahila Sanman…",,9,2020-06-06 15:03:06
14896,finiteinjustice,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Here, There, Everywhere",831,2020-06-06 15:03:03
14897,TussharVerma3,"#Amul #Twitter unfortunate incident, with this We as Indians are know more aware. 
With these type of acts, it's at… https://t.co/GeHZCekx1u",Ghaziabad,0,2020-06-06 15:03:03
14898,GVLfollowers,RT @GVLNRAO: Had an engaging web Interaction with the Office Bearers and Members of Andhra Pradesh’s Unit of BJP SC Morcha and Rajahmundry…,India,8,2020-06-06 15:02:42
14899,Soumyatalmale,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Nagpur, India",831,2020-06-06 15:02:30
14900,methane69,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:02:22
14901,Imkrishnasahu5,"@bjpindia

Not only the women the police standing beside her is also guilty. What if a man was thrashing a women li… https://t.co/7zkK5T938y","Bilaspur, India",11,2020-06-06 15:01:59
14902,visilante10,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 15:01:50
14903,drthakker9,"RT @HappyAppy83: Buoyed by the success of trial landings of the Tejas-N, new Made-In-India Fighter Cleared For Development, First Flight In…",Bombay,58,2020-06-06 15:01:44
14904,pabhishek507,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 14:59:45
14905,sandy10srt,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 14:59:37
14906,MeghaVishwanath,"RT @CNBCYoungTurks: News Roundup: Top 5 #Startup stories of the week 

@ShereenBhan @CNBCTV18News @Palak30Agarwal #COVIDー19 #layoff #AtmaNi…","CNBC-TV18, India",5,2020-06-06 14:59:35
14907,sanjaisaini,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 14:59:06
14908,SumitSi57108641,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 14:58:41
14909,SJVatsal,RT @GVLNRAO: Had an engaging web Interaction with the Office Bearers and Members of Andhra Pradesh’s Unit of BJP SC Morcha and Rajahmundry…,India,8,2020-06-06 14:57:24
14910,sgrmr3,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Bombay (Far away from OT),831,2020-06-06 14:56:49
14911,vishwaprakas,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 14:56:21
14912,deepakmodi1983,RT @CNBCTV18Live: #COMINGUP at 8:30 pm | Veteran banker @udaykotak in conversation with @ShereenBhan about the PM's vision of an #AtmaNirbh…,"Kolkata, India",17,2020-06-06 14:56:13
14913,sbrdoon,"What a mockery of #AtmaNirbharBharat
&amp; #BoycottChina. 
RBI allows Bank of China to offer regular banking services i… https://t.co/sCWwBA3FmW",India,0,2020-06-06 14:56:00
14914,ShereenBhan,RT @CNBCTV18Live: #COMINGUP at 8:30 pm | Veteran banker @udaykotak in conversation with @ShereenBhan about the PM's vision of an #AtmaNirbh…,India,17,2020-06-06 14:55:48
14915,rajeshroy1929,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Kolkata, India",831,2020-06-06 14:55:44
14916,DGGoswamiji,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Dehradun, India",831,2020-06-06 14:55:30
14917,natarajbose,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Boston, MA",831,2020-06-06 14:55:27
14918,tahir_cme,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",Tweetistan,831,2020-06-06 14:55:17
14919,Gulshan7212,@Awhadspeaks #AtmaNirbharBharat #fakuji failed👎👎👎 https://t.co/YWlLby7VVS,India,1,2020-06-06 14:55:10
14920,IK_Hard,"#AtmaNirbharBharat Means everything is made in india, so let's move on our ancient education system. @PMOIndia @HMOIndia",,0,2020-06-06 14:54:10
14921,NiteshJoshi22,"RT @JoshiSudu: #YestoLife #NoToTobacco are good thoughts, but being influencers &amp; Indians, you should not promote platforms like #TickTock,…","Mumbai, India",1,2020-06-06 14:54:06
14922,Saffron_Kashmir,RT @niravcmehta: We love #amul #AtmaNirbharBharat and boycott @Twitter,"जम्मू और कश्मीर, भारत. India",2,2020-06-06 14:53:55
14923,ijhar0007,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…","Lucknow, India",831,2020-06-06 14:53:08
14924,rakeshpdh1gmail,RT @CNBCTV18Live: #COMINGUP at 8:30 pm | Veteran banker @udaykotak in conversation with @ShereenBhan about the PM's vision of an #AtmaNirbh…,"Varanasi, India",17,2020-06-06 14:52:41
14925,Welovehumanity1,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",India,831,2020-06-06 14:52:28
14926,Akshay_78615,"RT @ab_zore: @BJPSanjayPandey You r a man wid a vision&amp;action,&amp; tht brings change. Congratulations on successfully launching Mahila Sanman…",,9,2020-06-06 14:52:01
14927,pavan_sethi,"RT @TheDeshBhakt: The call for #BoycottChina may have good intentions.
(who dose't want an #AtmaNirbharBharat)
But do we forget that China…",,831,2020-06-06 14:51:45
